lat	lon	ele
42.806152	0.541885	927
42.806152	0.541792	928
42.806152	0.541697	928
42.80616	0.541603	929
42.80616	0.541505	929
42.806168	0.541412	929
42.806168	0.541315	930
42.806175	0.541218	930
42.806194	0.541122	930
42.806202	0.541027	930
42.80621	0.540932	930
42.806217	0.540838	930
42.806225	0.540745	931
42.80624	0.540655	931
42.806252	0.540565	932
42.806259	0.54048	932
42.806267	0.540395	933
42.806274	0.54031	933
42.80629	0.540227	934
42.806309	0.540145	935
42.806324	0.540068	935
42.806332	0.539985	936
42.806339	0.539903	937
42.806355	0.53982	937
42.806362	0.53974	937
42.806374	0.53966	938
42.806381	0.539583	938
42.806389	0.539505	939
42.806404	0.53943	939
42.806412	0.539353	939
42.806431	0.539275	940
42.806438	0.539195	940
42.806446	0.53912	941
42.806461	0.539043	941
42.806461	0.538967	942
42.806469	0.538888	943
42.806477	0.538808	943
42.806477	0.538732	943
42.806484	0.538653	943
42.806503	0.538572	944
42.806511	0.538492	944
42.806519	0.538415	944
42.806526	0.538337	944
42.806534	0.538258	944
42.806541	0.53818	945
42.806553	0.5381	945
42.80656	0.538018	945
42.806568	0.537935	946
42.806576	0.537853	946
42.806583	0.53777	946
42.806583	0.53769	947
42.806583	0.537605	947
42.806583	0.537518	947
42.806576	0.537427	948
42.806576	0.537335	948
42.806568	0.537247	948
42.806576	0.53716	948
42.806576	0.537072	948
42.806568	0.536982	948
42.806568	0.536892	948
42.80656	0.536803	948
42.806553	0.536712	948
42.806553	0.536623	948
42.806553	0.536533	948
42.806553	0.536443	948
42.806541	0.536348	948
42.806541	0.536252	948
42.806541	0.536157	949
42.806541	0.536062	949
42.806553	0.535963	949
42.806568	0.535863	949
42.806583	0.53576	949
42.806591	0.535657	950
42.806618	0.53555	950
42.806633	0.535445	950
42.806648	0.535338	950
42.806663	0.535233	950
42.80669	0.535128	950
42.806721	0.535027	950
42.80674	0.534925	950
42.806763	0.534827	951
42.806797	0.534735	951
42.806828	0.534635	951
42.806843	0.53453	952
42.80685	0.534422	953
42.80685	0.534308	953
42.80685	0.534197	953
42.80685	0.534083	954
42.80685	0.533962	954
42.806843	0.533837	954
42.806828	0.53371	955
42.806828	0.53358	955
42.806828	0.533455	955
42.806835	0.533332	956
42.80685	0.533205	956
42.80687	0.53308	956
42.806877	0.532958	957
42.806892	0.532843	957
42.806919	0.532733	957
42.806934	0.532627	957
42.806957	0.532533	957
42.806984	0.532438	958
42.807007	0.532343	959
42.807022	0.532252	959
42.807041	0.532167	960
42.807049	0.532072	960
42.807064	0.531988	961
42.807079	0.531912	962
42.807087	0.531838	963
42.807095	0.531768	963
42.807106	0.531698	964
42.807121	0.531632	965
42.807136	0.531568	966
42.807152	0.531507	966
42.807171	0.531445	966
42.807178	0.531383	967
42.807201	0.531328	967
42.807217	0.531267	968
42.807228	0.5312	968
42.807243	0.531122	969
42.807251	0.53104	969
42.807259	0.530955	969
42.807274	0.530867	970
42.807293	0.530777	970
42.807308	0.53069	971
42.807323	0.530607	972
42.807331	0.530527	972
42.807331	0.53045	973
42.807331	0.530375	973
42.807331	0.5303	974
42.807323	0.53023	974
42.807316	0.530157	975
42.807308	0.530082	975
42.807308	0.530013	975
42.807301	0.529952	975
42.807293	0.529893	976
42.807293	0.529833	976
42.807285	0.52977	977
42.807285	0.529705	977
42.807285	0.52964	978
42.807285	0.52958	978
42.807274	0.529525	979
42.807274	0.52947	980
42.807259	0.529415	980
42.807243	0.529358	981
42.807228	0.529305	981
42.807209	0.529252	981
42.807194	0.529198	982
42.807178	0.52914	982
42.807163	0.529088	983
42.807144	0.529037	983
42.807129	0.52898	984
42.807114	0.528928	984
42.807087	0.528877	984
42.807072	0.528828	985
42.807056	0.528777	985
42.807041	0.528717	986
42.80703	0.528657	986
42.807022	0.528595	987
42.807007	0.528537	987
42.806984	0.528478	988
42.806957	0.52842	988
42.806942	0.528362	988
42.806919	0.528305	989
42.806892	0.528248	989
42.80687	0.528195	990
42.806843	0.52814	990
42.80682	0.528082	991
42.806805	0.528025	991
42.806778	0.527968	992
42.806755	0.527907	992
42.806728	0.527847	993
42.806713	0.527787	993
42.80669	0.527728	993
42.806663	0.52767	994
42.806648	0.527613	994
42.806625	0.527557	994
42.806599	0.527507	995
42.806583	0.527457	995
42.806568	0.527395	996
42.806553	0.527328	996
42.806553	0.527273	997
42.806541	0.52721	997
42.806526	0.527147	998
42.806519	0.527087	998
42.806503	0.527028	999
42.806484	0.526967	1000
42.806477	0.526908	1000
42.806469	0.52685	1001
42.806461	0.526788	1002
42.806446	0.526732	1002
42.806438	0.526673	1002
42.806419	0.526618	1002
42.806404	0.526555	1003
42.806389	0.5265	1003
42.806381	0.526448	1004
42.806362	0.526395	1004
42.806347	0.52634	1004
42.806332	0.526283	1005
42.806324	0.526228	1005
42.806309	0.526167	1005
42.806297	0.526108	1006
42.806282	0.526052	1006
42.806274	0.525993	1007
42.806267	0.525933	1007
42.806259	0.525875	1008
42.806252	0.525817	1009
42.80624	0.525762	1009
42.806232	0.525703	1010
42.806225	0.525638	1010
42.806217	0.525573	1011
42.80621	0.525512	1011
42.806202	0.525453	1011
42.806187	0.525398	1012
42.806175	0.525342	1012
42.80616	0.525287	1013
42.806152	0.525232	1013
42.806137	0.525178	1014
42.806129	0.525117	1014
42.806118	0.525057	1014
42.806118	0.525	1015
42.806118	0.52494	1015
42.806118	0.524878	1015
42.80611	0.524815	1016
42.806103	0.524743	1016
42.806103	0.524672	1017
42.806095	0.524605	1017
42.806103	0.524552	1017
42.806103	0.524495	1018
42.80611	0.524435	1018
42.806103	0.524377	1019
42.806103	0.524323	1019
42.80611	0.524272	1020
42.80611	0.52422	1020
42.80611	0.524172	1020
42.80611	0.524122	1020
42.80611	0.524073	1021
42.80611	0.524022	1021
42.806118	0.523968	1022
42.806118	0.52391	1022
42.806118	0.523845	1023
42.806118	0.523788	1023
42.806118	0.523733	1024
42.806118	0.523682	1024
42.806118	0.523633	1025
42.806118	0.523578	1025
42.80611	0.52352	1025
42.80611	0.523465	1026
42.806103	0.52341	1026
42.806095	0.523353	1027
42.806087	0.523295	1027
42.806087	0.523243	1028
42.80608	0.523188	1028
42.80608	0.523133	1029
42.80608	0.523078	1029
42.806072	0.523025	1029
42.806053	0.522963	1029
42.806045	0.522907	1030
42.806045	0.522852	1030
42.806038	0.522798	1031
42.80603	0.522747	1031
42.806023	0.522693	1032
42.806023	0.522638	1032
42.806023	0.522585	1032
42.806023	0.522533	1033
42.806015	0.52248	1033
42.806015	0.522428	1034
42.806015	0.522377	1034
42.806007	0.522325	1035
42.806007	0.522277	1035
42.806007	0.52223	1035
42.806015	0.522182	1036
42.806023	0.522132	1036
42.80603	0.522078	1036
42.806038	0.52203	1036
42.806038	0.521982	1037
42.806045	0.521933	1037
42.806065	0.521885	1038
42.806072	0.52184	1038
42.806087	0.521797	1038
42.806095	0.521752	1038
42.80611	0.521708	1038
42.806129	0.521658	1039
42.806145	0.521612	1039
42.80616	0.521568	1040
42.806175	0.52152	1040
42.806194	0.521467	1041
42.80621	0.521413	1041
42.806225	0.521368	1042
42.806252	0.521332	1042
42.806267	0.521295	1043
42.80629	0.521253	1043
42.806316	0.52121	1044
42.806332	0.521163	1044
42.806347	0.521115	1045
42.806362	0.52107	1045
42.806374	0.521023	1045
42.806389	0.520982	1046
42.806412	0.520937	1046
42.806419	0.520892	1047
42.806438	0.520842	1047
42.806446	0.520797	1047
42.806461	0.520753	1047
42.806477	0.520703	1047
42.806503	0.520662	1048
42.806519	0.52062	1048
42.806534	0.520575	1049
42.806541	0.520527	1049
42.80656	0.52048	1050
42.806576	0.520432	1050
42.806591	0.520382	1051
42.806606	0.520335	1051
42.806633	0.52029	1052
42.806648	0.520245	1052
42.806675	0.520203	1053
42.806698	0.520158	1053
42.806721	0.52011	1053
42.80674	0.520042	1054
42.806763	0.519982	1054
42.806778	0.519935	1055
42.806805	0.51989	1055
42.806828	0.519848	1056
42.80685	0.51981	1056
42.806877	0.51977	1057
42.8069	0.51973	1057
42.806919	0.519702	1058
42.80695	0.519672	1058
42.806984	0.519647	1059
42.807014	0.51962	1059
42.807049	0.5196	1060
42.807087	0.519583	1060
42.807121	0.519568	1060
42.807152	0.51956	1060
42.807186	0.519548	1061
42.807217	0.519535	1061
42.807259	0.519523	1062
42.807293	0.519518	1062
42.807339	0.519512	1062
42.807381	0.519508	1063
42.807415	0.519502	1063
42.807446	0.519497	1064
42.80748	0.519497	1064
42.807518	0.519503	1065
42.807568	0.519502	1065
42.807617	0.519498	1065
42.807667	0.5195	1066
42.807697	0.519493	1066
42.807739	0.519485	1067
42.807774	0.519478	1067
42.807804	0.519477	1068
42.807846	0.519483	1068
42.807896	0.519485	1069
42.807926	0.519475	1070
42.80796	0.519465	1070
42.807999	0.519465	1071
42.808041	0.51946	1071
42.808071	0.51945	1071
42.808113	0.519442	1072
42.808155	0.519433	1072
42.808193	0.519417	1072
42.808235	0.519398	1072
42.808269	0.519375	1072
42.8083	0.51935	1073
42.808334	0.519313	1073
42.808365	0.51928	1073
42.808399	0.519248	1074
42.808399	0.519203	1074
42.808422	0.519163	1074
42.808449	0.51912	1074
42.808472	0.519073	1075
42.808506	0.519027	1075
42.808529	0.518978	1076
42.808552	0.518928	1076
42.808586	0.518875	1076
42.808609	0.518815	1076
42.808636	0.518757	1077
42.808659	0.518695	1077
42.808681	0.518632	1077
42.808701	0.518568	1078
42.808708	0.518502	1078
42.808723	0.518427	1079
42.808739	0.518348	1079
42.808758	0.518272	1079
42.808773	0.518192	1079
42.808788	0.51811	1080
42.808796	0.518027	1080
42.808815	0.517942	1080
42.80883	0.517857	1080
42.808838	0.51777	1080
42.808838	0.517682	1080
42.808838	0.517593	1081
42.80883	0.517503	1081
42.808823	0.517412	1081
42.808815	0.51732	1081
42.808815	0.51723	1082
42.808804	0.517138	1082
42.808804	0.51704	1082
42.808796	0.51694	1083
42.808781	0.516843	1083
42.808773	0.51675	1083
42.808765	0.516653	1083
42.808765	0.51656	1084
42.80875	0.516467	1084
42.808731	0.516373	1084
42.808723	0.51628	1085
42.808723	0.51619	1085
42.808708	0.516098	1085
42.808701	0.516002	1086
42.808681	0.515905	1086
42.808674	0.515805	1086
42.808666	0.515702	1087
42.808659	0.515598	1087
